age,gender,height_cm,weight_kg,activity_level,purpose,bmi,bmi_category,body_fat_pct,lean_body_mass_kg,ideal_weight_kg,weight_diff_from_ideal,target_bmi,target_weight_kg,weight_change_needed,estimated_weeks_to_goal,bmr,tdee,calorie_adjustment,calories_needed,protein_g,carbs_g,fat_g,water_ml,fiber_g,sleep_hours
25,Female,152.4,45.5,moderately_active,weight_gain,19.59,Normal,23.9,34.6,45.5,0.0,21.6,50.2,4.7,13,1120,1736,450,2227,64,338,69,2090.0,31,8.0
38,Female,151.0,45.8,moderately_active,muscle_gain,20.09,Normal,27.4,33.3,45.5,0.3,22.6,51.5,5.7,23,1066,1652,350,2015,90,288,56,2100.0,28,7.5
57,Male,169.3,62.9,sedentary,muscle_gain,21.95,Normal,23.2,48.3,65.3,-2.4,24.4,69.9,7.0,28,1410,1692,350,2062,123,264,57,2200.0,29,7.5
31,Female,164.8,69.3,lightly_active,muscle_gain,25.52,Overweight,32.4,46.8,56.7,12.6,27.0,73.3,4.0,16,1397,1921,250,2167,127,280,60,2680.0,30,7.5
20,Female,161.0,70.0,moderately_active,weight_loss,27.01,Overweight,31.6,47.9,53.3,16.7,24.5,63.5,-6.5,9,1429,2215,-500,1702,137,194,42,2950.0,24,8.0
42,Female,164.5,50.8,sedentary,muscle_gain,18.77,Normal,26.8,37.2,56.5,-5.7,21.8,59.0,8.2,33,1168,1402,500,1908,99,259,53,1780.0,27,7.5
24,Male,164.5,55.2,lightly_active,weight_loss,20.4,Normal,13.8,47.6,61.0,-5.8,19.4,52.5,-2.7,4,1438,1977,-300,1650,100,222,40,2180.0,23,8.0
40,Female,161.3,49.5,very_active,muscle_gain,19.03,Normal,26.6,36.3,53.6,-4.1,21.5,55.9,6.4,26,1147,1979,500,2472,93,370,69,2480.0,35,7.5
31,Female,167.6,64.1,lightly_active,weight_loss,22.82,Normal,29.1,45.4,59.3,4.8,21.8,61.2,-2.9,4,1364,1876,-400,1434,146,134,35,2490.0,20,7.5
44,Female,169.7,61.5,very_active,maintain,21.36,Normal,30.4,42.8,61.2,0.3,21.4,61.6,0.1,0,1295,2234,0,2205,79,317,69,2900.0,31,7.5
21,Male,165.8,51.5,moderately_active,muscle_gain,18.73,Normal,11.1,45.8,62.1,-10.6,21.7,59.7,8.2,33,1414,2192,500,2721,101,408,76,2300.0,38,8.0
33,Male,171.7,84.3,lightly_active,weight_loss,28.59,Overweight,25.7,62.6,67.5,16.8,26.1,76.9,-7.4,11,1743,2397,-500,1835,185,172,45,3200.0,26,7.5
60,Male,170.3,76.4,lightly_active,weight_loss,26.34,Overweight,29.2,54.1,66.2,10.2,23.8,69.0,-7.4,11,1535,2111,-500,1630,178,140,40,2920.0,23,7.5
19,Male,169.9,55.2,moderately_active,muscle_gain,19.12,Normal,11.1,49.1,65.8,-10.6,21.6,62.4,7.2,29,1487,2305,500,2855,116,420,79,2430.0,40,8.0
18,Female,166.4,73.1,lightly_active,muscle_gain,26.4,Overweight,30.4,50.9,58.2,14.9,27.2,75.3,2.2,9,1500,2062,250,2318,146,290,64,2810.0,32,8.0
18,Male,192.7,72.1,extra_active,muscle_gain,19.42,Normal,11.2,64.0,86.5,-14.4,21.9,81.3,9.2,37,1805,3430,500,3906,157,576,108,3520.0,55,8.0
32,Male,166.8,70.0,moderately_active,weight_loss,25.16,Overweight,21.4,55.0,63.0,7.0,23.0,64.0,-6.0,9,1576,2443,-500,1958,145,236,48,2950.0,27,7.5
30,Male,176.8,95.4,sedentary,muscle_gain,30.52,Obese I,27.3,69.4,72.1,23.3,31.3,97.8,2.4,10,1896,2275,150,2389,198,251,66,3340.0,33,7.5
21,Male,175.9,68.3,extra_active,maintain,22.07,Normal,15.1,58.0,71.3,-3.0,22.1,68.4,0.1,0,1659,3152,0,3132,85,480,97,3390.0,44,8.0
25,Male,176.1,66.9,sedentary,weight_gain,21.57,Normal,15.4,56.6,71.5,-4.6,23.6,73.2,6.3,18,1627,1952,450,2369,104,322,74,2340.0,33,8.0
18,Female,169.0,62.9,very_active,muscle_gain,22.02,Normal,25.2,47.0,60.5,2.4,24.5,70.0,7.1,28,1415,2441,350,2758,132,384,77,2950.0,39,8.0
35,Female,163.2,78.7,lightly_active,maintain,29.55,Overweight,38.1,48.7,55.3,23.4,29.6,78.8,0.1,0,1451,1995,0,2017,100,262,63,3000.0,28,7.5
41,Male,160.1,75.3,moderately_active,weight_loss,29.38,Overweight,28.5,53.8,57.0,18.3,26.9,69.0,-6.3,9,1545,2395,-500,1890,136,233,46,3140.0,26,7.5
64,Male,162.6,62.1,sedentary,maintain,23.49,Normal,26.7,45.5,59.2,2.9,23.5,62.1,0.0,0,1334,1601,0,1616,63,228,50,2170.0,23,7.5
36,Male,167.1,67.9,lightly_active,maintain,24.32,Normal,21.3,53.4,63.3,4.6,24.3,67.9,0.0,0,1538,2115,0,2121,92,290,66,2630.0,30,7.5
51,Male,169.0,78.2,sedentary,muscle_gain,27.38,Overweight,28.4,56.0,65.0,13.2,28.2,80.5,2.3,9,1585,1902,150,2014,142,236,56,2740.0,28,7.5
22,Female,160.2,51.3,sedentary,muscle_gain,19.99,Normal,23.6,39.2,52.6,-1.3,22.5,57.7,6.4,26,1233,1480,500,1973,100,270,55,1800.0,28,8.0
27,Female,159.7,44.9,sedentary,maintain,17.61,Underweight,21.9,35.1,52.1,-7.2,17.6,44.9,0.0,0,1142,1370,0,1346,52,190,42,1570.0,19,7.5
34,Female,150.1,59.5,lightly_active,muscle_gain,26.41,Overweight,34.1,39.2,45.5,14.0,27.2,61.3,1.8,7,1208,1661,250,1899,110,246,53,2330.0,27,7.5
24,Female,151.3,53.8,lightly_active,maintain,23.5,Normal,28.3,38.6,45.5,8.3,23.5,53.8,0.0,0,1203,1654,0,1652,65,233,51,2130.0,23,8.0
50,Male,160.2,65.4,sedentary,weight_loss,25.48,Overweight,25.9,48.5,57.1,8.3,23.0,59.0,-6.4,9,1413,1696,-500,1200,125,110,30,2290.0,17,7.5
51,Female,151.6,63.0,moderately_active,weight_loss,27.41,Overweight,39.2,38.3,45.5,17.5,24.9,57.2,-5.8,8,1176,1823,-500,1328,133,127,32,2700.0,19,7.5
42,Female,166.9,52.0,sedentary,weight_gain,18.67,Normal,26.7,38.1,58.6,-6.6,20.7,57.7,5.7,16,1192,1430,450,1883,82,256,59,1820.0,26,7.5
21,Female,159.4,52.5,lightly_active,weight_loss,20.66,Normal,24.2,39.8,51.8,0.7,19.7,50.1,-2.4,3,1245,1712,-300,1387,104,166,34,2090.0,19,8.0
25,Male,167.8,89.7,moderately_active,weight_gain,31.86,Obese I,27.8,64.8,63.9,25.8,32.9,92.6,2.9,8,1803,2795,350,3148,137,430,98,3640.0,44,8.0
36,Female,149.5,54.7,sedentary,muscle_gain,24.47,Normal,32.2,37.1,45.5,9.2,26.0,58.1,3.4,14,1153,1384,250,1677,100,214,47,1910.0,23,7.5
27,Female,154.9,57.5,very_active,muscle_gain,23.96,Normal,29.6,40.5,47.8,9.7,25.5,61.2,3.7,15,1246,2149,350,2485,124,342,69,2760.0,35,7.5
34,Female,164.6,60.5,lightly_active,muscle_gain,22.33,Normal,29.2,42.8,56.5,4.0,24.8,67.2,6.7,27,1299,1786,350,2099,119,275,58,2370.0,29,7.5
43,Male,177.1,55.4,lightly_active,weight_loss,17.66,Underweight,14.9,47.1,72.4,-17.0,18.5,58.0,2.6,4,1425,1959,-300,1653,130,193,40,2190.0,23,7.5
25,Female,159.5,47.3,lightly_active,weight_loss,18.59,Normal,22.7,36.6,51.9,-4.6,18.5,47.1,-0.2,0,1175,1616,-300,1336,89,171,33,1910.0,19,8.0
33,Female,159.4,64.0,very_active,muscle_gain,25.19,Overweight,32.4,43.3,51.8,12.2,26.7,67.8,3.8,15,1308,2256,250,2522,124,349,70,2990.0,35,7.5
18,Female,150.4,43.8,sedentary,weight_loss,19.36,Normal,22.0,34.2,45.5,-1.7,18.5,41.8,-2.0,3,1120,1344,-300,1200,103,132,30,1530.0,17,8.0
30,Female,156.3,51.7,moderately_active,weight_loss,21.16,Normal,26.9,37.8,49.0,2.7,20.2,49.3,-2.4,3,1184,1835,-300,1575,119,189,38,2310.0,22,7.5
25,Female,164.3,60.7,moderately_active,muscle_gain,22.49,Normal,27.3,44.1,56.3,4.4,25.0,67.5,6.8,27,1338,2074,350,2460,128,334,68,2620.0,34,8.0
31,Male,169.6,56.0,lightly_active,muscle_gain,19.47,Normal,14.3,48.0,65.6,-9.6,22.0,63.3,7.3,29,1445,1987,500,2515,108,363,70,2210.0,35,7.5
38,Female,170.7,52.9,lightly_active,weight_loss,18.15,Underweight,25.1,39.6,62.1,-9.2,18.5,53.9,1.0,1,1237,1701,-300,1394,96,176,34,2100.0,20,7.5
24,Male,181.8,74.2,sedentary,maintain,22.45,Normal,16.3,62.1,76.6,-2.4,22.4,74.0,-0.2,0,1742,2090,0,2160,81,308,67,2600.0,30,8.0
33,Female,158.3,51.7,moderately_active,maintain,20.63,Normal,26.9,37.8,50.8,0.9,20.6,51.6,-0.1,0,1183,1834,0,1817,71,255,57,2310.0,25,7.5
34,Male,172.3,70.7,moderately_active,muscle_gain,23.81,Normal,20.2,56.4,68.0,2.7,25.3,75.1,4.4,18,1607,2491,350,2863,145,391,80,2970.0,40,7.5
26,Male,188.4,65.7,lightly_active,maintain,18.51,Normal,12.0,57.8,82.6,-16.9,18.5,65.7,0.0,0,1673,2300,0,2284,67,344,71,2550.0,32,7.5
62,Female,164.6,58.6,moderately_active,maintain,21.63,Normal,34.8,38.2,56.5,2.1,21.6,58.5,-0.1,0,1164,1804,0,1823,62,266,57,2550.0,26,7.5
53,Female,161.1,65.9,sedentary,maintain,25.39,Overweight,37.3,41.3,53.4,12.5,25.4,65.9,0.0,0,1249,1499,0,1514,82,191,47,2310.0,21,7.5
21,Female,162.1,83.0,lightly_active,weight_loss,31.59,Obese I,37.3,52.0,54.3,28.7,28.4,74.6,-8.4,12,1544,2123,-600,1515,168,128,37,3160.0,21,8.0
53,Female,161.5,61.1,sedentary,weight_gain,23.43,Normal,34.9,39.8,53.7,7.4,24.9,64.9,3.8,11,1208,1450,350,1748,108,208,54,2140.0,24,7.5
25,Female,160.9,61.7,sedentary,muscle_gain,23.83,Normal,28.9,43.9,53.2,8.5,25.3,65.5,3.8,15,1329,1595,350,1999,116,258,56,2160.0,28,8.0
30,Male,167.0,68.5,very_active,weight_loss,24.56,Normal,20.2,54.7,63.2,5.3,23.6,65.8,-2.7,4,1571,2710,-300,2450,131,346,60,3150.0,34,7.5
40,Male,171.4,71.7,moderately_active,weight_loss,24.41,Normal,22.3,55.7,67.2,4.5,23.4,68.7,-3.0,4,1585,2457,-300,2194,146,281,54,3010.0,31,7.5
26,Male,164.7,68.0,moderately_active,weight_gain,25.07,Overweight,19.9,54.5,61.1,6.9,26.1,70.8,2.8,8,1570,2434,350,2748,118,378,85,2880.0,38,7.5
40,Male,178.7,65.0,lightly_active,weight_loss,20.35,Normal,17.4,53.7,73.8,-8.8,19.4,62.0,-3.0,4,1555,2138,-300,1863,129,233,46,2520.0,26,7.5
45,Female,160.2,54.8,moderately_active,weight_gain,21.35,Normal,30.6,38.0,52.6,2.2,23.4,60.1,5.3,15,1174,1820,450,2266,82,327,70,2420.0,32,7.5
28,Female,165.7,61.7,moderately_active,weight_gain,22.47,Normal,28.0,44.4,57.5,4.2,24.0,65.9,4.2,12,1343,2082,350,2422,103,334,75,2660.0,34,7.5
31,Female,153.4,42.7,sedentary,muscle_gain,18.15,Underweight,23.5,32.7,46.4,-3.7,21.2,49.9,7.2,29,1072,1286,500,1765,77,254,49,1490.0,25,7.5
25,Male,183.2,79.8,sedentary,weight_loss,23.78,Normal,18.1,65.4,77.9,1.9,22.8,76.5,-3.3,5,1807,2168,-300,1904,165,205,47,2790.0,27,8.0
53,Male,182.0,60.4,very_active,weight_gain,18.23,Underweight,17.9,49.6,76.8,-16.4,20.7,68.6,8.2,23,1465,2527,550,3085,108,447,96,2860.0,43,7.5
41,Female,151.6,59.0,sedentary,maintain,25.67,Overweight,34.8,38.5,45.5,13.5,25.7,59.1,0.1,0,1184,1421,0,1421,67,189,44,2060.0,20,7.5
49,Female,158.0,55.7,moderately_active,maintain,22.31,Normal,32.6,37.5,50.6,5.1,22.3,55.7,0.0,0,1155,1790,0,1799,69,255,56,2450.0,25,7.5
32,Male,171.4,74.3,very_active,muscle_gain,25.29,Overweight,21.5,58.3,67.2,7.1,26.8,78.7,4.4,18,1647,2841,250,3096,148,432,86,3350.0,43,7.5
49,Female,152.4,62.3,extra_active,maintain,26.82,Overweight,38.1,38.6,45.5,16.8,26.8,62.2,-0.1,0,1183,2248,0,2273,84,324,71,3180.0,32,7.5
34,Female,159.4,68.6,lightly_active,weight_loss,27.0,Overweight,34.8,44.7,51.8,16.8,24.5,62.3,-6.3,9,1345,1849,-500,1297,125,127,32,2650.0,18,7.5
16,Male,177.6,73.7,extra_active,weight_loss,23.37,Normal,15.5,62.3,72.8,0.9,22.4,70.7,-3.0,4,1749,3323,-300,3013,167,420,74,3580.0,42,9.0
46,Female,158.2,41.1,sedentary,weight_loss,16.42,Moderate Thinness,24.9,30.9,50.8,-9.7,18.5,46.3,5.2,7,1020,1224,-300,1200,84,151,30,1440.0,17,7.5
48,Male,162.9,46.2,sedentary,maintain,17.41,Underweight,15.7,38.9,59.5,-13.3,17.4,46.2,0.0,0,1231,1477,0,1483,50,220,46,1620.0,21,7.5
23,Female,165.6,47.6,lightly_active,maintain,17.36,Underweight,20.7,37.7,57.5,-9.9,17.4,47.7,0.1,0,1215,1671,0,1632,59,234,51,1920.0,23,8.0
30,Male,168.9,72.3,moderately_active,muscle_gain,25.34,Overweight,21.1,57.0,64.9,7.4,26.8,76.5,4.2,17,1621,2513,250,2732,148,364,76,3030.0,38,7.5
24,Male,169.5,50.6,sedentary,weight_loss,17.61,Underweight,10.5,45.3,65.5,-14.9,18.5,53.2,2.6,4,1410,1692,-300,1400,109,164,34,1770.0,20,8.0
43,Female,171.1,63.4,sedentary,weight_loss,21.66,Normal,30.5,44.1,62.4,1.0,20.7,60.6,-2.8,4,1325,1590,-300,1283,145,106,31,2220.0,18,7.5
39,Male,176.6,68.5,lightly_active,muscle_gain,21.96,Normal,19.1,55.4,71.9,-3.4,24.5,76.4,7.9,32,1586,2181,350,2540,135,340,71,2650.0,36,7.5
67,Female,154.1,60.2,sedentary,weight_loss,25.35,Overweight,40.4,35.9,47.0,13.2,22.8,54.1,-6.1,9,1100,1320,-500,1200,131,104,30,2110.0,17,7.0
21,Male,166.3,69.4,lightly_active,weight_loss,25.09,Overweight,18.7,56.4,62.6,6.8,23.0,63.6,-5.8,8,1615,2221,-500,1715,126,208,42,2680.0,24,8.0
30,Male,180.3,75.0,moderately_active,muscle_gain,23.07,Normal,18.4,61.2,75.3,-0.3,24.6,80.0,5.0,20,1716,2660,350,3009,157,406,84,3120.0,42,7.5
58,Male,178.6,85.7,moderately_active,weight_loss,26.87,Overweight,29.4,60.5,73.7,12.0,24.4,77.8,-7.9,11,1684,2610,-500,2076,157,247,51,3500.0,29,7.5
38,Male,170.7,56.9,lightly_active,maintain,19.53,Normal,16.0,47.8,66.6,-9.7,19.5,56.8,-0.1,0,1432,1969,0,1952,77,274,61,2240.0,27,7.5
16,Female,153.4,59.8,lightly_active,weight_loss,25.41,Overweight,28.8,42.6,46.4,13.4,22.9,53.9,-5.9,8,1306,1796,-500,1300,131,122,32,2340.0,18,9.0
55,Male,175.8,76.3,lightly_active,maintain,24.69,Normal,26.1,56.4,71.2,5.1,24.7,76.3,0.0,0,1590,2186,0,2177,89,302,68,2920.0,30,7.5
69,Female,162.3,69.6,lightly_active,muscle_gain,26.42,Overweight,42.2,40.2,54.5,15.1,27.2,71.6,2.0,8,1218,1675,250,1904,144,213,53,2690.0,27,7.0
31,Female,158.8,50.4,lightly_active,weight_loss,19.99,Normal,25.7,37.4,51.3,-0.9,19.0,47.9,-2.5,4,1179,1621,-300,1327,97,163,32,2010.0,19,7.5
26,Female,154.4,38.0,lightly_active,maintain,15.94,Severe Thinness,19.7,30.5,47.3,-9.3,15.9,37.9,-0.1,0,1044,1436,0,1423,50,211,44,1580.0,20,7.5
40,Male,174.2,77.6,lightly_active,muscle_gain,25.57,Overweight,23.7,59.2,69.7,7.9,27.1,82.2,4.6,18,1661,2284,250,2541,162,314,71,2970.0,36,7.5
19,Female,163.8,56.4,moderately_active,weight_loss,21.02,Normal,24.2,42.8,55.8,0.6,20.0,53.7,-2.7,4,1317,2041,-300,1755,104,238,43,2470.0,25,8.0
26,Male,170.8,77.8,extra_active,weight_loss,26.67,Overweight,21.8,60.8,66.7,11.1,24.2,70.6,-7.2,10,1706,3241,-500,2756,144,394,67,3720.0,39,7.5
18,Male,175.7,73.7,sedentary,weight_loss,23.87,Normal,16.6,61.5,71.1,2.6,22.9,70.7,-3.0,4,1729,2075,-300,1778,172,176,43,2580.0,25,8.0
29,Male,176.3,100.2,sedentary,muscle_gain,32.24,Obese I,29.2,70.9,71.6,28.6,33.0,102.6,2.4,10,1939,2327,150,2472,214,249,69,3510.0,35,7.5
58,Male,180.2,91.7,sedentary,muscle_gain,28.24,Overweight,31.0,63.3,75.2,16.5,29.0,94.2,2.5,10,1750,2100,150,2249,177,246,62,3210.0,31,7.5
45,Male,171.3,67.1,moderately_active,muscle_gain,22.87,Normal,21.6,52.6,67.1,0.0,25.4,74.5,7.4,30,1515,2348,350,2731,139,373,76,2850.0,38,7.5
28,Female,154.2,38.0,lightly_active,maintain,15.98,Severe Thinness,20.2,30.3,47.1,-9.1,16.0,38.0,0.0,0,1035,1423,0,1406,50,206,44,1580.0,20,7.5
62,Male,171.8,64.4,sedentary,weight_loss,21.82,Normal,24.2,48.8,67.6,-3.2,20.8,61.4,-3.0,4,1417,1700,-300,1434,144,136,35,2250.0,20,7.5
32,Male,185.0,68.9,lightly_active,weight_loss,20.13,Normal,15.3,58.4,79.5,-10.6,19.1,65.4,-3.5,5,1667,2292,-300,1979,137,250,48,2660.0,28,7.5
34,Female,150.4,45.2,very_active,maintain,19.98,Normal,26.4,33.3,45.5,-0.3,20.0,45.2,0.0,0,1072,1849,0,1861,54,281,58,2330.0,26,7.5
30,Male,159.0,56.5,lightly_active,weight_loss,22.35,Normal,17.5,46.6,56.0,0.5,21.4,54.1,-2.4,3,1399,1924,-300,1629,112,205,40,2230.0,23,7.5
66,Male,170.9,76.3,moderately_active,weight_loss,26.12,Overweight,30.3,53.2,66.8,9.5,23.6,68.9,-7.4,11,1511,2342,-500,1859,173,190,45,3170.0,26,7.0
43,Male,171.5,83.2,sedentary,muscle_gain,28.29,Overweight,27.6,60.2,67.3,15.9,29.1,85.6,2.4,10,1684,2021,150,2101,157,238,58,2910.0,29,7.5
31,Female,159.7,47.8,lightly_active,weight_gain,18.74,Normal,24.2,36.2,52.1,-4.3,20.7,52.8,5.0,14,1157,1591,450,2055,84,286,64,1920.0,29,7.5
53,Male,172.0,57.7,moderately_active,muscle_gain,19.5,Normal,19.4,46.5,67.7,-10.0,22.0,65.1,7.4,30,1385,2147,500,2643,124,372,73,2520.0,37,7.5
32,Male,180.5,82.9,moderately_active,weight_loss,25.44,Overweight,21.7,64.9,75.4,7.5,23.0,74.9,-8.0,11,1790,2774,-500,2290,186,260,56,3400.0,32,7.5
39,Male,173.7,83.7,sedentary,maintain,27.74,Overweight,26.1,61.9,69.3,14.4,27.7,83.6,-0.1,0,1722,2066,0,2073,116,258,64,2930.0,29,7.5
55,Female,165.3,58.5,very_active,weight_loss,21.41,Normal,32.9,39.3,57.2,1.3,20.4,55.7,-2.8,4,1197,2065,-300,1788,124,224,44,2800.0,25,7.5
52,Female,145.9,58.9,sedentary,weight_gain,27.67,Overweight,39.8,35.5,45.5,13.4,28.7,61.1,2.2,6,1103,1324,350,1649,90,208,51,2060.0,23,7.5
37,Female,157.8,62.1,moderately_active,weight_loss,24.94,Normal,33.0,41.6,50.4,11.7,23.9,59.5,-2.6,4,1264,1959,-400,1513,138,157,37,2670.0,21,7.5
22,Male,168.7,47.0,sedentary,maintain,16.51,Moderate Thinness,8.7,42.9,64.8,-17.8,16.5,47.0,0.0,0,1370,1644,0,1604,66,222,50,1640.0,22,8.0
34,Male,159.1,52.2,lightly_active,weight_loss,20.62,Normal,16.4,43.6,56.1,-3.9,19.6,49.6,-2.6,4,1336,1837,-300,1524,110,188,37,2080.0,21,7.5
38,Male,174.7,66.2,lightly_active,muscle_gain,21.69,Normal,18.6,53.9,70.2,-4.0,24.2,73.9,7.7,31,1555,2138,350,2468,127,335,69,2570.0,35,7.5
20,Male,173.3,87.5,extra_active,weight_gain,29.13,Overweight,23.4,67.0,68.9,18.6,30.1,90.4,2.9,8,1845,3506,350,3869,127,570,120,4060.0,54,8.0
29,Male,171.0,71.6,very_active,weight_gain,24.49,Normal,19.9,57.4,66.8,4.8,26.0,76.0,4.4,13,1631,2813,350,3194,124,452,99,3260.0,45,7.5
44,Male,173.2,65.9,lightly_active,weight_loss,21.97,Normal,20.3,52.5,68.8,-2.9,21.0,63.0,-2.9,4,1518,2087,-300,1805,131,221,44,2560.0,25,7.5
68,Female,159.5,54.4,very_active,muscle_gain,21.38,Normal,35.9,34.9,51.9,2.5,23.9,60.8,6.4,26,1073,1851,350,2186,114,295,61,2650.0,31,7.0
24,Female,167.1,45.9,sedentary,muscle_gain,16.44,Moderate Thinness,19.8,36.8,58.8,-12.9,19.4,54.2,8.3,33,1199,1439,500,1937,100,263,54,1610.0,27,8.0
21,Male,178.2,82.1,lightly_active,weight_gain,25.85,Overweight,19.6,66.0,73.4,8.7,26.8,85.1,3.0,9,1819,2501,350,2866,116,400,89,3120.0,40,8.0
27,Female,163.0,61.0,moderately_active,muscle_gain,22.96,Normal,28.4,43.7,55.1,5.9,25.5,67.8,6.8,27,1325,2054,350,2438,112,344,68,2640.0,34,7.5
29,Male,189.0,87.3,moderately_active,muscle_gain,24.44,Normal,19.8,70.0,83.1,4.2,25.9,92.5,5.2,21,1901,2947,250,3224,162,442,90,3560.0,45,7.5
17,Male,169.4,51.7,lightly_active,maintain,18.02,Underweight,9.3,46.9,65.4,-13.7,18.0,51.7,0.0,0,1451,1995,0,2022,65,299,63,2060.0,28,9.0
16,Female,152.8,56.8,lightly_active,weight_loss,24.33,Normal,27.5,41.2,45.9,10.9,23.3,54.4,-2.4,3,1273,1750,-400,1360,135,131,33,2240.0,19,9.0
49,Male,181.6,76.1,sedentary,maintain,23.08,Normal,22.8,58.7,76.4,-0.3,23.1,76.2,0.1,0,1649,1979,0,2007,88,274,62,2660.0,28,7.5
54,Male,185.5,75.4,lightly_active,maintain,21.91,Normal,22.5,58.4,80.0,-4.6,21.9,75.4,0.0,0,1642,2258,0,2278,93,317,71,2890.0,32,7.5
48,Male,169.9,74.2,sedentary,muscle_gain,25.7,Overweight,25.7,55.1,65.8,8.4,27.2,78.5,4.3,17,1565,1878,250,2089,152,240,58,2600.0,29,7.5
64,Female,167.6,55.1,moderately_active,maintain,19.62,Normal,32.9,37.0,59.3,-4.2,19.6,55.1,0.0,0,1138,1764,0,1772,69,250,55,2430.0,25,7.5
31,Female,157.8,56.0,extra_active,muscle_gain,22.49,Normal,28.7,39.9,50.4,5.6,25.0,62.3,6.3,25,1231,2339,350,2668,114,386,74,2960.0,37,7.5
26,Male,177.8,68.7,sedentary,weight_loss,21.73,Normal,15.9,57.8,73.0,-4.3,20.7,65.4,-3.3,5,1651,1981,-300,1660,164,159,41,2400.0,23,7.5
33,Female,164.8,69.2,moderately_active,muscle_gain,25.48,Overweight,32.8,46.5,56.7,12.5,27.0,73.3,4.1,16,1387,2150,250,2404,132,318,67,2920.0,34,7.5
22,Female,157.2,61.2,very_active,maintain,24.77,Normal,29.4,43.2,49.8,11.4,24.8,61.3,0.1,0,1315,2268,0,2268,64,343,71,2890.0,32,8.0
24,Female,172.1,64.5,sedentary,weight_loss,21.78,Normal,26.3,47.5,63.3,1.2,20.8,61.6,-2.9,4,1422,1706,-300,1400,125,148,34,2260.0,20,8.0
47,Female,172.8,69.8,moderately_active,muscle_gain,23.38,Normal,33.5,46.4,64.0,5.8,24.9,74.4,4.6,18,1378,2136,350,2454,136,324,68,2940.0,34,7.5
48,Male,167.4,73.2,very_active,weight_loss,26.12,Overweight,26.2,54.0,63.6,9.6,23.6,66.1,-7.1,10,1541,2658,-500,2154,166,253,53,3310.0,30,7.5
32,Male,175.3,70.3,lightly_active,muscle_gain,22.88,Normal,18.6,57.2,70.7,-0.4,25.4,78.1,7.8,31,1628,2238,350,2558,146,334,71,2710.0,36,7.5
18,Male,179.9,64.6,moderately_active,weight_loss,19.96,Normal,11.9,56.9,74.9,-10.3,19.0,61.5,-3.1,4,1651,2559,-300,2267,135,308,55,2760.0,32,8.0
47,Female,149.7,46.9,extra_active,muscle_gain,20.93,Normal,30.5,32.6,45.5,1.4,23.4,52.4,5.5,22,1035,1966,350,2315,99,336,64,2640.0,32,7.5
19,Female,161.2,44.9,very_active,maintain,17.28,Underweight,19.7,36.1,53.5,-8.6,17.3,45.0,0.1,0,1180,2036,0,2052,50,321,64,2320.0,29,8.0
48,Female,151.1,60.6,moderately_active,weight_gain,26.54,Overweight,37.5,37.9,45.5,15.1,27.5,62.8,2.2,6,1165,1806,350,2131,108,276,66,2620.0,30,7.5
48,Female,165.0,65.3,lightly_active,weight_loss,23.99,Normal,34.4,42.8,56.9,8.4,23.0,62.6,-2.7,4,1288,1771,-400,1401,130,144,34,2540.0,20,7.5
48,Female,161.5,55.5,sedentary,muscle_gain,21.28,Normal,31.2,38.2,53.7,1.8,23.8,62.1,6.6,26,1176,1411,350,1766,113,218,49,1940.0,25,7.5
29,Female,158.8,48.3,very_active,maintain,19.15,Normal,24.2,36.6,51.3,-3.0,19.2,48.4,0.1,0,1166,2011,0,2096,50,329,65,2440.0,29,7.5
23,Female,151.6,51.5,sedentary,weight_loss,22.41,Normal,26.8,37.7,45.5,6.0,21.4,49.2,-2.3,3,1186,1423,-400,1200,101,134,30,1800.0,17,8.0
57,Female,156.6,44.5,sedentary,muscle_gain,18.15,Underweight,29.5,31.4,49.3,-4.8,21.2,52.0,7.5,30,1006,1207,500,1748,82,245,49,1560.0,24,7.5
20,Male,177.4,60.1,sedentary,muscle_gain,19.1,Normal,11.3,53.3,72.6,-12.5,21.6,68.0,7.9,32,1577,1892,500,2373,123,322,66,2100.0,33,8.0
34,Male,173.7,69.3,sedentary,weight_gain,22.97,Normal,19.2,56.0,69.3,0.0,24.5,73.9,4.6,13,1600,1920,350,2296,101,313,71,2430.0,32,7.5
37,Male,181.8,100.9,moderately_active,weight_loss,30.53,Obese I,28.9,71.7,76.6,24.3,27.5,90.9,-10.0,14,1947,3018,-600,2431,199,276,59,4030.0,34,7.5
34,Female,167.8,65.9,extra_active,maintain,23.4,Normal,30.5,45.8,59.4,6.5,23.4,65.9,0.0,0,1370,2603,0,2566,78,384,80,3310.0,36,7.5
28,Male,181.1,76.2,moderately_active,maintain,23.23,Normal,18.1,62.4,76.0,0.2,23.2,76.1,-0.1,0,1742,2700,0,2693,104,380,84,3170.0,38,7.5
44,Female,157.8,45.7,sedentary,weight_loss,18.35,Underweight,26.7,33.5,50.4,-4.7,18.5,46.1,0.4,0,1075,1290,-300,1200,84,151,30,1600.0,17,7.5
16,Male,175.9,60.3,very_active,muscle_gain,19.49,Normal,10.9,53.7,71.3,-11.0,22.0,68.1,7.8,31,1588,2739,500,3234,121,485,90,2860.0,45,9.0
61,Male,166.1,82.1,moderately_active,muscle_gain,29.76,Overweight,33.5,54.6,62.4,19.7,30.6,84.4,2.3,9,1555,2410,150,2585,170,314,72,3370.0,36,7.5
